"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4H-003","4H Billing & Discounts","P1","The encounter is stamped as billed so the charge cannot be raised again","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Read opd_encounters.consultation_billed","consultation_billed = true.","","PT-QA-0001 Ramesh Kumar","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","This flag is the idempotency guard; without it every reopen of the consultation adds another consultation charge to the same visit.","Positive","hospital_admin (Hospital A)","opd_encounters where hospital_id = A and patient_id = (PT-QA-0001) → consultation_billed = true","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-004","4H Billing & Discounts","P1","Completing the same consultation twice adds only one consultation line","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Reselect the token and click ""↻ Resume Consultation"" 3) Click ""✓ Complete"" again 4) Count the consultation line items on the bill","Exactly one bill_line_items row with item_type consultation exists.","","PT-QA-0001 Ramesh Kumar","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","A patient charged twice for one consultation is the most common billing complaint an Indian OPD receives, and it is guarded three separate ways precisely because it keeps recurring.","Boundary","hospital_admin (Hospital A)","bill_line_items where bill_id = (today's OPD bill for PT-QA-0001) and item_type = consultation → exactly 1 row","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-005","4H Billing & Discounts","P1","Re-completing does not inflate the bill total","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Note bills.total_amount 3) Resume and complete the consultation again 4) Read bills.total_amount again","The total is unchanged.","","PT-QA-0001; Dr. Suresh Menon ₹500","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","A total that grows each time a consultation is reopened means the amount the patient pays depends on how many times the doctor clicked, which is indefensible at the counter.","Boundary","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → total_amount unchanged after the second completion","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-006","4H Billing & Discounts","P1","The bill is linked to the encounter that generated it","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Compare bills.encounter_id with the opd_encounters id","bills.encounter_id equals the encounter id.","","PT-QA-0001 Ramesh Kumar","Billing, MRD","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","Nothing connects the money to the clinical episode without this link, so no audit can show what the patient was actually charged for.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_date = today → encounter_id = the opd_encounters id","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-007","4H Billing & Discounts","P1","The bill number is minted by the database, not by the client","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Read bills.bill_number","bill_number is populated.","","PT-QA-0001 Ramesh Kumar","Billing, Accounts","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","The BEFORE INSERT trigger mints the number inside the transaction so a failed insert rolls the counter back; a gap in the bill series is the first thing a GST audit asks about.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_date = today → bill_number is not null","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-008","4H Billing & Discounts","P1","Two bills raised the same day carry different bill numbers","1) Register a walk-in for PT-QA-0001 at /opd and complete the consultation 2) Register a walk-in for PT-QA-0003 and complete that consultation 3) Compare the two bill_number values","The two bills carry different numbers.","","PT-QA-0001 Ramesh Kumar, PT-QA-0003 Anitha Menon","Billing, Accounts","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","Duplicate invoice numbers invalidate the GST return for the whole month, and the error is only discovered when the return is filed weeks later.","Boundary","hospital_admin (Hospital A)","bills where hospital_id = A and bill_type = opd and bill_date = today → the two rows have distinct bill_number values","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-009","4H Billing & Discounts","P1","Paying the full fee at the desk leaves no balance","1) Register a walk-in for PT-QA-0001 at /opd with Dr. Suresh Menon 2) Pay the full ₹500 in cash and issue the token 3) Read bills.balance_due","balance_due = 0.","","PT-QA-0001; Dr. Suresh Menon ₹500","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","A patient who paid in full and is still chased through pending collections loses confidence in the hospital's billing, and the desk cannot prove otherwise.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → balance_due = 0","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-010","4H Billing & Discounts","P1","A cash payment at the desk records the payment mode","1) Register a walk-in for PT-QA-0001 at /opd 2) Choose Cash on the payment step and issue the token 3) Read bill_payments for the new bill","A bill_payments row exists with a cash payment mode.","","PT-QA-0001; phase4.money.paymentModeCash","Billing, Accounts","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","Day-closure reconciliation splits cash from digital collections, and a payment with no mode lands in neither total so the cashier's drawer never balances.","Positive","hospital_admin (Hospital A)","bill_payments where bill_id = (today's OPD bill for PT-QA-0001) → payment_mode = cash","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-011","4H Billing & Discounts","P2","A UPI payment records the transaction reference","1) Register a walk-in for PT-QA-0001 at /opd 2) Choose UPI on the payment step and enter the reference from phase4.money 3) Issue the token 4) Read the bill_payments row","The payment row carries the UPI reference QA-UPI-P4-000117.","","phase4.money.upiReference — QA-UPI-P4-000117","Billing, Accounts","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S01","A disputed digital payment cannot be traced back to the gateway without the reference, and UPI is now the majority payment method at an Indian hospital counter.","Positive","hospital_admin (Hospital A)","bill_payments where bill_id = (today's OPD bill for PT-QA-0001) → the row contains QA-UPI-P4-000117","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-012","4H Billing & Discounts","P1","A partly-paid bill keeps the outstanding balance","1) Register a walk-in for PT-QA-0013 at /opd and complete the consultation 2) Record a ₹300 payment against the ₹500 bill 3) Compare the bill total with the sum of payments","The bill total minus the payments received is greater than zero.","","PT-QA-0013 Ganesh Pawar; phase4.money.partialPaymentAmount = 300","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S21","A part-paid patient treated as settled is money the hospital never chases, and in an OPD taking part payments all day the shortfall compounds quickly.","Boundary","hospital_admin (Hospital A)","bill_payments where bill_id = (today's OPD bill for PT-QA-0013) → sum(amount) = 300 against a bill total of 500","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-013","4H Billing & Discounts","P1","A partly-paid bill is not marked as fully paid","1) Register a walk-in for PT-QA-0013 at /opd and complete the consultation 2) Record a ₹300 payment against the ₹500 bill 3) Read bills.payment_status","payment_status is not 'paid'.","","PT-QA-0013 Ganesh Pawar; ₹300 of ₹500","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S21","A bill with an outstanding balance flagged as paid disappears from pending collections, and the shortfall is never recovered because nobody knows it exists.","Negative","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0013) and bill_type = opd and bill_date = today → payment_status != paid","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-014","4H Billing & Discounts","P2","An unpaid OPD bill is visible on the billing screen for follow-up","1) Register a walk-in for PT-QA-0013 at /opd and complete the consultation 2) Open /billing 3) Look for the patient in the bill list","Ganesh Pawar's open bill appears on /billing.","","PT-QA-0013 Ganesh Pawar","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S21","Nobody can collect what nobody can see, so a patient with an open balance who is absent from the billing screen is a write-off by omission.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0013) and bill_type = opd and bill_date = today → 1 row, listed on /billing","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-015","4H Billing & Discounts","P1","The discount approval thresholds are configured for this tenant","1) In Supabase, select value from hospital_settings where key = discount_approval_rules and hospital_id = A","A discount_approval_rules row exists with t1, t2 and t3 thresholds and approver role sets.","","Master data — Discount approval rules","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S20","Without the row the discount tab silently falls back to its own built-in defaults, so the hospital's actual approval policy is not enforced and nobody is told it is being ignored.","Positive","hospital_admin (Hospital A)","hospital_settings where hospital_id = A and key = 'discount_approval_rules' → 1 row with t1_amount, t1_pct, t2_amount, t2_pct, t2_roles, t3_roles","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
"TC-P4H-016","4H Billing & Discounts","P1","A discount inside the free tier is applied without approval","1) Register a walk-in for PT-QA-0014 at /opd and complete the consultation 2) Open /billing and select the bill 3) Open the Discount tab 4) Enter a percentage one point below the configured free threshold with the reason from phase4.money 5) Submit","The discount is applied directly, the bill status does not become pending_approval, and discount_amount is greater than zero.","","PT-QA-0014 Mohan Rao; phase4.money.discountReason","Billing","service_master consultation rows configured; discount_approval_rules set in Settings → Approvals","","","","","P4-S20","Every small goodwill rounding-off at the counter would otherwise need a manager, and a queue that stops for a ₹20 concession is a queue nobody will use as designed.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0014) and bill_date = today → discount_amount > 0 and bill_status != pending_approval","e2e/phase-04-opd-journey/P4H.billing-discounts-payments.spec.ts",""
